X1_number_of_ligand_nonh_atoms,X2_total_sum_hphob_hphob,X3_total_diff_hphob_hphob,X4_total_diff_hphob_hphil,X5_total_sum_hphil_hphil,X6_total_diff_hphil_hphil,X7_number_of_salt_bridges,X8_number_of_hbonds,X9_number_of_unsat_polar,X10_number_of_unsat_charge,X11_ratio_of_interfacial_ligand_heavy_atoms,X12_number_of_interfacial_ligand_atoms,X13_number_of_exposed_hydro_ligand_atoms,X14_number_of_ligand_flexible_bonds,X15_number_of_all_interfacial_flexible_bonds,X16_total_avg_hphob_hphob,X17_old_slide_total_sum_hphob_hphob,X18_number_of_flexible_interfacial_ligand_bonds,X19_total_hphob_comp,X20_total_hphob_hphob_comp,X21_contact_hphob_hphob,X22_contact_hphil_hphil,X23_contact_hphob_hphil,X24_total_target_hphob_hphob,X25_increase_hphob_environ,X26_total_target_hydro,X27_norm_target_hphob_hphob,X28_total_target_hphob_contact,X29_norm_target_hphob_contact,X30_total_ligand_hydro,X31_hphob_score,X32_polar_score,X33_unsat_polar_score,X34_contact_hphob_hphob,X35_number_of_hbonds,X36_number_of_salt_bridges,X37_number_of_metal_ligand_bonds,X38_number_of_interfacial_unsatisfied_polar_atoms,X39_number_of_interfacial_unsatisfied_charged_atoms,X40_buried_carbons,Y1_orientation_score,Y2_affinity_score_by_no_of_lig_heavy_atoms,Y3_affinity_score
45,-15.495,5.265,29.098,4.922,0.974,0,2,15,4,0.778,35,4,29,47,-4.493,21.257,18,24.646,20.286,80,11,71,-12.085,9.954,29.506,-15.57,0.931,-1.932,15.825,-4.848,-0.166,2.546,80,2,0,0,15,4,0.833,-7.935,-0.055,-7.686
26,-5.023,1.853,25.202,11.965,4.345,6,4,6,4,0.846,22,3,13,30,-2.287,5.356,8,15.597,8.969,24,37,64,-3.473,10.611,17.976,-4.365,7.001,5.519,7.956,-2.144,-0.83,1.34,24,4,6,0,6,4,0.75,-7.456,-0.063,-6.852
26,-15.012,3.364,37.329,6.624,2.086,0,0,5,6,1,26,0,13,33,-2.451,40.716,8,18.911,12.659,81,18,99,-12.997,18.379,39.243,-14.483,-18.056,-19.31,9.726,-3.026,0,1.474,81,0,0,0,5,6,1,-8.174,-0.06,-6.77
26,-5.779,2.004,20.942,11.788,4.089,4,4,6,4,0.846,22,2,13,27,-2.258,6.482,8,15.332,8.925,27,35,53,-4.229,8.566,18.287,-5.13,7.381,6.921,8.226,-2.133,-0.664,1.34,27,4,4,0,6,4,0.833,-7.166,-0.056,-6.675
8,-5.719,1.218,19.957,3.559,1.232,2,2,0,2,1,8,0,0,13,-0.795,9.531,0,5.188,3.873,29,11,44,-5.099,5.203,18.266,-6.518,-7.263,-9.01,2.64,-0.926,-0.332,0.268,29,2,2,0,0,2,1,-6.454,-0.124,-6.208
11,-10.446,2.234,13.076,2.37,0.91,2,2,0,0,1,11,0,3,17,-1.601,27.09,3,9.141,8.789,59,8,29,-9.051,3.66,17.842,-9.657,-8.972,-9.303,5.205,-2.101,-0.332,0,59,2,2,0,0,0,1,-7.118,-0.221,-7.651
11,-10.931,2.374,13.076,2.37,0.91,2,2,0,0,1,11,0,3,17,-1.59,28.351,3,9.198,8.784,62,8,29,-9.536,3.66,19.031,-10.623,-9.457,-10.387,5.205,-2.099,-0.332,0,62,2,2,0,0,0,1,-7.26,-0.221,-7.649
15,-7.877,1.958,13.919,1.042,0.352,0,0,6,0,1,15,0,4,16,-1.673,30.291,3,11.49,8.607,44,4,40,-6.482,7.826,20.744,-8.511,-9.191,-12.687,6.345,-2.057,0,0.804,44,0,0,0,6,0,1,-6.194,-0.084,-6.471
20,-12.483,2.749,16.416,1.396,0.591,0,0,4,3,1,20,0,3,17,-2.459,53.26,3,16.507,12.563,69,5,55,-10.468,13.593,24.241,-12.958,-14.689,-17.023,9.03,-3.003,0,0.938,69,0,0,0,4,3,1,-6.983,-0.103,-7.283
12,-6.447,1.513,4.442,0.521,0.176,0,1,1,2,1,12,0,0,6,-1.463,32.256,0,9.919,7.723,38,2,14,-5.207,2.739,12.111,-6.28,-5.941,-7.19,5.4,-1.846,-0.083,0.402,38,1,0,0,1,2,1,-5.719,-0.127,-6.745
21,-7.196,2.049,20.655,4.791,2.006,0,0,12,2,1,21,0,5,16,-2.722,7.932,1,13.771,11.372,35,14,49,-5.336,6.663,16.063,-6.938,7.088,6.261,9.888,-2.718,0,1.876,35,0,0,0,12,2,1,-5.702,-0.04,-6.06
43,-11.055,3.533,25.852,5.358,2.183,0,2,8,4,0.814,35,2,7,32,-5.196,34.106,5,24.364,22.594,53,15,62,-7.18,8.2,21.185,-8.781,3.686,2.707,16.545,-5.4,-0.166,1.608,53,2,0,0,8,4,0.844,-6.806,-0.092,-9.176
27,-9.75,2.984,20.404,5.538,2.655,0,1,12,3,0.963,26,0,4,23,-3.607,20.317,1,16.998,14.023,49,16,48,-7.425,6.279,20.944,-9.243,6.449,6.997,12.696,-3.351,-0.083,2.01,49,1,0,0,12,3,1,-6.511,-0.053,-6.642
19,-15.287,3.689,18.819,3.827,1.21,0,1,4,0,1,19,0,6,22,-2.543,51.997,6,16.026,13.605,86,12,49,-13.117,9.362,26.126,-15.342,-14.743,-16.86,8.835,-3.252,-0.083,0.536,86,1,0,0,4,0,1,-7.678,-0.147,-8.017
23,-17.762,4.045,18.634,3.88,1.263,0,1,4,0,1,23,0,6,25,-3.423,67.396,6,19.689,17.605,99,12,48,-14.972,8.936,30.044,-17.954,-16.193,-18.843,11.055,-4.208,-0.083,0.536,99,1,0,0,4,0,1,-8.216,-0.163,-8.973
37,-29.26,7.618,36.355,5.329,2.098,0,5,3,0,1,37,0,10,37,-4.98,70.845,9,30.263,25.966,163,18,102,-25.075,20.525,46.438,-28.226,-23.946,-29.397,17.295,-6.206,-0.415,0.402,163,5,0,0,3,0,1,-11.444,-0.168,-11.437
8,-4.529,1.103,5.051,1.653,0.269,0,0,0,2,1,8,0,0,4,-1.135,23.343,0,6.669,5.808,26,4,12,-3.599,1.444,11.402,-4.549,-3.515,-4.614,3.54,-1.388,0,0.268,26,0,0,0,0,2,1,-5.211,-0.14,-6.338
19,-12.646,2.605,17.728,2.219,0.624,0,0,4,2,1,19,0,2,15,-2.549,52.892,2,15.075,12.724,68,6,45,-10.631,7.343,27.904,-12.497,-12.782,-14.872,8.238,-3.041,0,0.804,68,0,0,0,4,2,1,-7.183,-0.118,-7.455
22,-13.079,2.734,25.241,4.164,0.816,0,0,4,4,1,22,0,3,20,-2.642,59.093,3,16.626,13.66,73,11,59,-10.909,7.458,29.796,-12.973,-14.352,-15.89,8.79,-3.265,0,1.072,73,0,0,0,4,4,1,-7.414,-0.1,-7.411
18,-13.465,3.497,12.676,1.009,0.189,0,1,3,0,1,18,0,4,13,-2.482,37.74,3,14.842,13.446,78,2,37,-11.295,7.676,21.536,-13.843,-11.849,-14.794,8.73,-3.213,-0.083,0.402,78,1,0,0,3,0,1,-7.214,-0.161,-8.112
27,-21.104,5.318,21.936,1.387,0.819,0,0,6,1,1,27,0,7,24,-3.824,60.273,7,22.338,20.274,119,6,65,-17.849,13.489,37.806,-20.614,-18.624,-22.083,13.038,-4.846,0,0.938,119,0,0,0,6,1,1,-8.96,-0.145,-9.126
35,-11.472,3.645,31.406,8.519,2.653,2,4,9,2,0.829,29,4,4,26,-4.069,19.828,4,20.123,18.405,57,28,74,-8.372,10.332,24.242,-10.473,4.737,3.402,13.755,-4.399,-0.498,1.474,57,4,2,0,9,2,0.852,-7.841,-0.098,-8.641
57,-8.427,2.808,31.554,13.493,3.519,5,6,12,2,0.667,38,11,27,46,-4.239,19.834,18,25.903,16.861,40,35,76,-5.482,10.962,20.721,-7.14,6.668,5.332,14.7,-4.03,-0.913,1.876,40,6,5,0,12,2,0.636,-8.18,-0.054,-8.285
68,-12.582,4.023,41.165,14.848,3.343,2,9,14,3,0.765,52,9,36,67,-5.153,33.748,28,33.545,23.258,64,37,96,-8.707,12.77,32.564,-11.324,9.336,8.204,22.2,-5.559,-0.913,2.278,64,9,2,0,14,3,0.773,-9.454,-0.062,-9.412
68,-16.145,4.703,45.529,13.592,3.703,2,6,14,2,0.735,50,8,29,56,-7.277,32.332,21,34.777,28.811,75,37,107,-11.34,14.565,33.975,-13.798,4.138,0.237,22.08,-6.886,-0.664,2.144,75,6,2,0,14,2,0.761,-9.226,-0.079,-10.624
20,-11.421,2.986,22.311,1.44,0.071,0,0,4,2,1,20,0,2,12,-2.431,42.888,2,14.283,12.222,64,3,54,-9.406,6.806,20.013,-10.743,-12.259,-13.143,8.13,-2.921,0,0.804,64,0,0,0,4,2,1,-6.61,-0.106,-7.335
22,-15.499,4.74,20.059,2.409,0.282,0,0,2,2,0.955,21,1,2,19,-2.717,54.578,2,17.187,15.338,91,6,49,-13.019,7.203,25.514,-14.165,-15.185,-16.405,9.765,-3.666,0,0.536,91,0,0,0,2,2,0.941,-7.566,-0.142,-8.348
16,-7.754,1.496,13.16,1.906,1.069,0,0,0,2,1,16,0,2,14,-1.722,37.258,0,12.895,7.816,40,6,52,-6.514,14.806,23.18,-7.868,-9.864,-11.67,7.122,-1.868,0,0.268,40,0,0,0,0,2,1,-6.251,-0.1,-6.818
17,-5.865,1.655,27.588,8.279,2.104,1,3,6,3,1,17,0,3,18,-2.097,6.169,3,10.769,8.354,27,25,62,-4.47,7.409,19.254,-6.019,5.883,4.591,6.915,-1.997,-0.332,1.206,27,3,1,0,6,3,1,-6.468,-0.066,-6.341
39,-17.705,3.327,29,5.88,2.166,1,1,9,9,0.974,38,1,17,37,-5.485,47.685,16,27.436,21.978,81,19,74,-14.14,12.068,24.527,-16.977,-5.441,-7.093,16.23,-5.253,-0.166,2.412,81,1,1,0,9,9,0.963,-7.654,-0.077,-8.225
53,-11.261,3.885,27.301,3.289,0.517,0,1,8,7,0.642,34,10,12,31,-4.165,20.494,10,20.277,17.91,55,7,63,-8.316,7.637,20.95,-10.855,6.498,4.261,15.9,-4.28,-0.083,2.01,55,1,0,0,8,7,0.675,-6.649,-0.044,-7.571
37,-15.353,4.919,32.368,5.865,1.509,1,4,11,3,0.838,31,2,25,47,-3.887,16.565,16,19.484,18.195,79,19,75,-12.408,9.581,29.214,-16.121,5.867,2.548,14.865,-4.349,-0.415,1.876,79,4,1,0,11,3,0.893,-8.461,-0.078,-8.106
65,-20.272,4.87,33.712,8.721,3.053,0,5,19,5,0.877,57,4,32,52,-7.88,78.085,25,40.875,32.648,99,26,87,-14.847,14.931,31.316,-18.206,-6.355,-10.465,26.055,-7.803,-0.415,3.216,99,5,0,0,19,5,0.911,-9.049,-0.077,-10.22
48,-19.482,5.77,43.161,5.911,1.057,0,2,15,7,0.896,43,1,35,62,-5.779,28.187,23,27.97,26.115,96,14,105,-15.142,14.639,37.685,-18.101,1.935,-0.962,19.455,-6.241,-0.166,2.948,96,2,0,0,15,7,0.941,-8.802,-0.072,-8.677
42,-10.742,3.678,35.202,10.189,1.955,0,1,18,5,0.833,35,5,21,43,-3.869,23.076,14,22.21,16.824,54,28,82,-7.952,10.62,26.656,-10.238,6.821,4,14.778,-4.021,-0.083,3.082,54,1,0,0,18,5,0.793,-6.974,-0.024,-6.24
35,-10.214,3.447,31.375,6.954,2.318,0,3,16,4,0.829,29,3,24,38,-3.479,13.984,13,18.685,15.817,52,20,80,-7.579,13.289,25.701,-10.22,4.462,1.701,12.831,-3.78,-0.249,2.68,52,3,0,0,16,4,0.833,-7.248,-0.039,-6.567
44,-12.522,4.581,29.359,6.615,2.298,0,1,13,2,0.75,33,1,17,35,-5.123,23.77,9,23.054,21.848,65,20,68,-8.802,8.414,22.726,-10.676,4.691,3.036,15.705,-5.222,-0.083,2.01,65,1,0,0,13,2,0.867,-6.987,-0.075,-8.513
20,-11.557,2.555,29.77,4.353,1.158,0,1,6,3,1,20,0,7,23,-1.634,33.725,5,13.697,8.766,63,13,78,-10.162,13.454,27.35,-11.896,-15.195,-17.756,6.903,-2.095,-0.083,1.206,63,1,0,0,6,3,1,-7.223,-0.049,-6.19
20,-4.502,1.291,34.265,12.956,4.281,2,3,7,3,0.9,18,1,7,24,-0.819,6.407,4,9.812,3.851,23,41,77,-3.882,10.183,23.565,-5.463,2.006,-0.702,6.063,-0.92,-0.415,1.34,23,3,2,0,7,3,0.889,-6.828,0,-5.213
20,-7.308,2.014,29.413,4.558,1.122,0,0,6,3,1,20,0,7,21,-1.449,31.445,5,13.485,8.57,45,13,77,-5.913,13.586,27.683,-7.531,-13.058,-14.506,6.903,-2.048,0,1.206,45,0,0,0,6,3,1,-6.641,-0.042,-6.06
10,-6.652,1.355,15.242,3.606,1.551,0,1,3,0,1,10,0,7,21,-1.079,22.244,5,7.798,5.83,37,13,38,-5.722,6.816,22.373,-6.126,-8.39,-9.299,4.11,-1.393,-0.083,0.402,37,1,0,0,3,0,1,-6.322,-0.107,-6.292
35,-11.834,4.684,32.549,7.712,2.086,6,1,10,4,0.857,30,1,15,36,-4.34,13.428,10,19.553,19.078,63,24,76,-8.579,9.97,23.948,-10.866,6.294,3.442,14.31,-4.56,-0.581,1.876,63,1,6,0,10,4,0.889,-8.15,-0.093,-8.483
36,-11.406,3.154,34.411,7.457,2.05,0,2,9,5,0.833,30,3,17,32,-3.665,17.065,10,18.243,15.165,54,20,78,-8.926,8.958,23.012,-11.732,6.757,5.117,13.443,-3.624,-0.166,1.876,54,2,0,0,9,5,0.88,-6.941,-0.053,-7.132
18,-8.265,2.187,32.358,9.457,2.3,0,6,7,2,1,18,0,7,28,-2.196,11.382,7,12.072,9.679,40,27,72,-6.715,7.995,22.9,-8.524,0.994,-1.664,6.57,-2.313,-0.498,1.206,40,6,0,0,7,2,1,-7.368,-0.089,-6.823
20,-8.512,2.35,39.706,11.632,3.291,0,6,9,1,1,20,0,7,30,-2.195,12.189,7,13.195,9.63,42,35,91,-6.962,11.951,27.51,-8.391,-1.083,-5.119,6.96,-2.302,-0.498,1.34,42,6,0,0,9,1,1,-7.695,-0.073,-6.678
17,-7.95,2.021,28.286,8.346,1.986,0,6,6,2,1,17,0,6,26,-2.31,10.868,6,11.436,9.515,37,25,64,-6.4,7.515,21.023,-7.982,1.845,-0.681,6.465,-2.274,-0.498,1.072,37,6,0,0,6,2,1,-7.184,-0.1,-6.918
18,-2.583,0.761,26.416,11.869,4.7,3,5,4,3,0.889,16,1,11,27,-0.946,3.855,7,10.175,3.748,12,37,62,-1.963,8.634,21.156,-2.427,4.655,2.665,4.716,-0.896,-0.664,0.938,12,5,3,0,4,3,0.833,-6.996,-0.035,-5.84
16,-3.99,1.232,21.939,9.662,3.288,2,4,5,2,0.938,15,0,8,18,-1.036,3.352,6,9.959,4.781,19,30,50,-3.215,6.737,15.175,-3.908,4.282,2.646,4.848,-1.143,-0.498,0.938,19,4,2,0,5,2,1,-6.414,-0.044,-5.921
16,-3.804,0.833,29.017,11.026,3.395,2,4,6,6,1,16,0,8,21,-1.532,4.727,6,9.777,5.686,17,32,65,-2.874,7.918,20.452,-3.386,3.713,1.891,4.773,-1.359,-0.498,1.608,17,4,2,0,6,6,1,-6.69,-0.016,-5.467
12,-11.341,2.592,14.64,2.324,0.774,1,1,1,1,1,12,0,4,18,-1.644,30.35,4,9.697,8.764,62,7,32,-9.946,3.508,19.22,-11.749,-10.403,-12.739,5.31,-2.095,-0.166,0.268,62,1,1,0,1,1,1,-6.893,-0.166,-7.211
32,-10.118,3.283,34.873,9.183,1.984,5,0,14,3,0.906,29,2,13,37,-3.553,12.985,11,19.021,15.633,50,27,80,-7.483,9.659,23.445,-10.693,7.852,4.515,12.168,-3.736,-0.415,2.278,50,0,5,0,14,3,0.905,-7.442,-0.059,-7.091
41,-9.665,3.37,36.152,9.6,2.158,0,6,12,5,0.854,35,4,17,34,-3.532,20.874,12,19.9,13.876,50,26,83,-7.34,10.166,21.595,-9.889,5.368,2.113,15.048,-3.316,-0.498,2.278,50,6,0,0,12,5,0.8,-7.518,-0.037,-6.754
18,-14.748,3.409,17.427,1.358,0.668,0,0,4,3,1,18,0,3,20,-2.102,33.627,3,14.42,11.502,83,4,54,-12.888,12.24,23.948,-15.004,-13.797,-15.757,8.19,-2.749,0,0.938,83,0,0,0,4,3,1,-7.287,-0.101,-7.029
31,-3.467,0.894,29.185,16.923,4.922,5,8,6,5,0.871,27,1,14,37,-1.452,6.433,10,18.555,5.571,15,48,71,-2.537,10.353,23.241,-3.349,6.521,6.199,7.794,-1.331,-1.079,1.474,15,8,5,0,6,5,0.8,-8.137,-0.03,-6.154
23,-15.119,3.524,25.049,4.273,1.848,0,3,1,3,1,23,0,1,21,-2.777,47.644,0,18.375,14.496,84,15,71,-12.794,14.971,30.683,-15.656,-15.387,-19.122,10.245,-3.464,-0.249,0.536,84,3,0,0,1,3,1,-8.288,-0.138,-8.395
16,-18.572,4.301,12.556,1.319,0.724,0,0,4,0,1,16,0,0,15,-2.464,38.865,0,14.016,12.538,98,5,38,-16.557,8.558,20.876,-19.815,-13.71,-17.472,8.07,-2.996,0,0.536,98,0,0,0,4,0,1,-7.444,-0.154,-7.678
33,-7.929,3.423,26.467,5.372,0.857,0,3,5,1,0.818,27,2,4,24,-2.906,16.56,4,16.92,14.558,44,14,60,-5.449,7.041,17.549,-6.918,5.929,4.631,12.465,-3.479,-0.249,0.804,44,3,0,0,5,1,0.875,-6.566,-0.089,-8.142
37,-6.438,1.761,22.706,12.034,6.405,0,3,12,3,0.757,28,3,9,27,-2.882,19.708,4,21.406,12.009,30,40,68,-4.423,15.767,21.823,-5.626,5.892,5.156,12.072,-2.87,-0.249,2.01,30,3,0,0,12,3,0.762,-6.505,-0.03,-6.327
25,-6.935,2.213,19.602,6.209,2.24,0,3,9,3,0.88,22,3,3,23,-2.832,8.924,3,13.611,12.605,34,18,44,-4.765,5.127,15.016,-5.846,7.273,8.325,10.5,-3.013,-0.249,1.608,34,3,0,0,9,3,0.85,-6.182,-0.066,-6.872
25,-7.189,2.538,20.332,5.789,2.475,0,3,10,3,0.92,23,2,3,24,-2.864,10.123,3,15.002,13.783,38,17,48,-4.864,6.698,14.859,-5.911,7.062,7.833,11.235,-3.294,-0.249,1.742,38,3,0,0,10,3,0.9,-6.264,-0.072,-7.019
36,-10.266,2.948,17.854,3.661,0.805,0,2,11,3,0.722,26,8,7,18,-3.364,20.92,3,17.6,14.53,50,9,42,-7.786,5.333,16.886,-10.105,1.04,-2.614,11.82,-3.473,-0.166,1.876,50,2,0,0,11,3,0.679,-6.475,-0.049,-6.981
26,-6.471,2.319,32.047,11.11,4.222,5,8,7,2,0.846,22,1,10,36,-2.112,8.544,10,14.632,9.116,32,35,80,-4.921,13.53,25.155,-7.019,6.427,2.523,8.79,-2.179,-1.079,1.206,32,8,5,0,7,2,0.786,-8.644,-0.079,-7.27
17,-4.895,0.999,16.501,4.232,2.076,0,2,7,2,1,17,0,1,14,-2.543,11.169,0,11.485,9.359,20,16,47,-3.345,10.394,17.098,-4.095,-0.215,-0.513,7.881,-2.237,-0.166,1.206,20,2,0,0,7,2,1,-5.798,-0.07,-6.415
25,-9.746,3.371,22.992,4.599,2.079,0,2,6,2,0.84,21,2,7,27,-2.897,16.099,5,14.348,13.844,52,14,59,-7.421,9.47,21.252,-8.899,3.172,2.437,10.428,-3.309,-0.166,1.072,52,2,0,0,6,2,0.85,-6.787,-0.096,-7.621
9,-7.39,1.545,11.996,2.297,0.641,0,1,0,0,1,9,0,2,9,-1.096,20.616,2,7.117,5.894,41,7,29,-6.46,4.408,14.628,-7.559,-7.525,-8.337,3.825,-1.409,-0.083,0,41,1,0,0,0,0,1,-5.941,-0.166,-6.71
7,-4.041,0.842,15.614,3.491,1.511,0,2,3,1,1,7,0,1,15,-0.549,10.418,1,4.935,2.935,22,12,41,-3.576,8.044,17.322,-4.601,-6.682,-8.23,2.445,-0.701,-0.166,0.536,22,2,0,0,3,1,1,-5.858,-0.047,-5.549
16,-7.284,1.914,15.133,1.835,0.284,0,0,4,2,1,16,0,1,11,-1.599,36.4,1,11.852,8.558,43,4,42,-5.889,7.653,17.884,-7.171,-9.362,-11.542,6.786,-2.045,0,0.804,43,0,0,0,4,2,1,-5.997,-0.078,-6.459
10,-3.624,0.979,14.967,5.508,2.132,0,2,5,2,1,10,0,0,10,-1.104,3.103,0,7.316,4.731,18,17,40,-2.849,7.531,12.301,-3.646,2.515,-0.413,4.02,-1.131,-0.166,0.938,18,2,0,0,5,2,1,-5.459,-0.036,-5.577
22,-8.666,2.022,25.984,5.125,1.638,0,1,6,3,1,22,0,8,18,-1.84,34.712,6,16.524,9.526,48,17,77,-7.116,16.19,24.565,-8.549,-12.475,-14.187,8.349,-2.277,-0.083,1.206,48,1,0,0,6,3,1,-6.708,-0.052,-6.372
19,-4.715,1.217,28.317,9.377,4.104,0,3,7,2,1,19,0,5,25,-1.771,6.966,5,10.934,6.586,21,29,65,-3.63,8.531,22.29,-4.32,5.863,4.478,7.665,-1.574,-0.249,1.206,21,3,0,0,7,2,1,-6.327,-0.032,-5.835
13,-4.569,0.603,20.442,2.293,0.469,0,1,3,0,1,13,0,5,12,-1.259,29.885,4,8.927,5.895,22,7,52,-3.639,8.302,21.034,-3.956,-8.787,-9.343,4.875,-1.409,-0.083,0.402,22,1,0,0,3,0,1,-5.895,-0.084,-6.308
17,-8.599,2.218,20.085,1.912,0.592,0,1,3,0,1,17,0,4,16,-1.804,41.252,4,12.796,9.742,51,6,52,-7.049,8.358,24.698,-8.549,-12.308,-14.467,6.825,-2.328,-0.083,0.402,51,1,0,0,3,0,1,-6.786,-0.118,-7.227
13,-10.2,2.073,20.936,3.011,0.503,0,0,3,0,1,13,0,5,16,-1.326,24.219,4,9.347,6.842,54,8,53,-9.115,8.706,21.263,-11.204,-11.757,-13.779,4.875,-1.635,0,0.402,54,0,0,0,3,0,1,-6.456,-0.095,-6.451
29,-11.423,2.675,27.348,2.498,0.319,0,2,6,2,0.966,28,0,7,18,-4.625,15.366,3,16.153,17.121,52,6,61,-8.633,6.819,16.079,-11.024,6.649,4.87,14.19,-4.092,-0.166,1.072,52,2,0,0,6,2,0.962,-6.472,-0.11,-8.404
30,-26.476,6.741,22.453,3.585,1.098,2,1,2,1,1,30,0,4,26,-4.375,76.786,0,25.364,23.846,150,11,56,-22.601,9.108,40.215,-27.328,-20.885,-26.342,15.03,-5.699,-0.249,0.402,150,1,2,0,2,1,1,-10.387,-0.185,-10.764
27,-24.62,5.624,21.238,2.863,0.901,2,1,1,0,0.926,25,2,4,26,-3.903,64.247,0,21.503,21.269,138,9,49,-21.21,6.402,39.252,-26.734,-18.629,-23.809,12.525,-5.083,-0.249,0.134,138,1,2,0,1,0,0.917,-10.052,-0.193,-10.416
18,-7.812,2.4,15.629,3.633,0.893,0,3,6,1,0.889,16,0,4,12,-2.582,8.479,3,11.244,11.162,38,10,37,-5.952,5.031,13.09,-6.653,2.725,2.437,7.26,-2.668,-0.249,0.938,38,3,0,0,6,1,1,-6.156,-0.11,-7.197
29,-18.255,3.765,39.437,6.078,1.976,2,1,5,4,1,29,0,8,35,-3.32,60.875,8,21.503,17.59,100,19,92,-15.465,11.944,41.391,-18.164,-19.677,-22.77,11.505,-4.204,-0.249,1.206,100,1,2,0,5,4,1,-9.309,-0.112,-8.465
34,-22.505,5.476,45.493,7.412,2.412,2,1,7,4,1,34,0,11,41,-3.804,74.528,11,25.678,20.509,126,23,109,-19.25,14.937,46.236,-21.5,-24.015,-26.649,13.56,-4.902,-0.249,1.474,126,1,2,0,7,4,1,-10.202,-0.108,-8.895
9,-8.197,1.875,9.735,1.554,0.939,0,2,1,0,1,9,0,0,12,-1.28,12.78,0,7.543,6.863,45,7,30,-7.112,7.179,18.076,-8.507,-6.091,-8.121,4.455,-1.64,-0.166,0.134,45,2,0,0,1,0,1,-6.433,-0.186,-6.89
25,-24.737,5.906,25.355,2.746,1.07,0,0,8,0,1,25,0,3,24,-3.612,51.145,3,20.641,18.374,130,9,68,-21.792,12.529,30.79,-25.265,-17.464,-21.187,11.895,-4.391,0,1.072,130,0,0,0,8,0,1,-8.785,-0.133,-8.537
31,-8.913,2.58,24.739,7.268,3.912,0,7,9,2,0.935,29,1,2,26,-3.724,16.641,2,19.931,15.809,44,25,66,-6.278,12.041,20.001,-7.633,6.744,5.36,14.025,-3.778,-0.581,1.474,44,7,0,0,9,2,0.957,-7.472,-0.093,-8.103
19,-13.607,3.628,12.612,1.68,0.278,0,2,1,0,1,19,0,5,16,-2.916,53.697,4,15.85,15.328,79,4,28,-11.127,3.229,20.278,-13.455,-11.367,-13.525,9.195,-3.663,-0.166,0.134,79,2,0,0,1,0,1,-7.349,-0.194,-8.913
20,-14.528,4.283,11.272,2.076,0.472,0,1,2,0,1,20,0,6,16,-2.913,56.196,4,16.891,16.106,88,6,25,-11.893,2.87,22.166,-13.715,-11.644,-13.484,9.75,-3.849,-0.083,0.268,88,1,0,0,2,0,1,-7.482,-0.183,-8.882
37,-20.76,4.572,22.921,3.963,0.975,0,1,11,3,0.811,30,6,9,29,-5.371,52.243,7,24.095,24.35,105,12,58,-16.885,9.909,24.237,-19.344,-10.811,-12.946,14.58,-5.82,-0.083,1.876,105,1,0,0,11,3,0.8,-7.999,-0.109,-9.245
8,-8.072,1.885,9.907,1.77,0.945,0,3,2,0,1,8,0,3,16,-0.958,16.2,3,6.696,4.861,42,6,31,-7.297,7.865,15.484,-9.898,-7.574,-10.873,3.63,-1.162,-0.249,0.268,42,3,0,0,2,0,1,-6.395,-0.143,-6.361
21,-12.869,3.079,22.54,2.16,0.483,0,1,5,0,1,21,0,2,14,-2.768,53.368,2,16.256,14.422,73,6,55,-10.544,8.122,25.445,-11.545,-14.068,-15.777,9.135,-3.447,-0.083,0.67,73,1,0,0,5,0,1,-7.337,-0.136,-8.078
26,-9.242,2.674,23.339,7.158,1.988,0,5,10,1,1,26,0,7,27,-3.632,28.49,6,17.964,15.032,44,21,57,-6.762,8.674,18.57,-8.51,5.739,4.373,12.27,-3.593,-0.415,1.474,44,5,0,0,10,1,1,-7.007,-0.097,-7.752
29,-5.999,2.451,18.137,2.828,0.843,0,2,6,2,0.655,19,7,8,26,-1.878,12.067,5,11.889,9.16,34,7,46,-4.449,7.278,18.027,-5.334,2.766,1.01,8.835,-2.189,-0.166,1.072,34,2,0,0,6,2,0.636,-6.177,-0.044,-6.501
30,-7.628,1.697,25.802,7.448,2.989,0,5,10,3,0.9,27,1,4,26,-2.818,15.895,4,16.772,11.532,37,21,64,-5.768,9.703,18.963,-7.091,8.098,7.095,12.318,-2.756,-0.415,1.742,37,5,0,0,10,3,0.85,-6.87,-0.048,-6.647
36,-7.899,2.716,18.826,5.328,2.534,0,0,17,1,0.806,29,2,5,24,-3.306,21.721,3,19.314,14.5,41,16,49,-5.419,8.147,19.206,-6.671,1.684,0.213,13.191,-3.465,0,2.412,41,0,0,0,17,1,0.826,-6.032,-0.029,-6.271
28,-10.678,3.867,24.991,4.932,1.5,0,2,12,3,1,28,0,7,34,-3.203,14.519,7,18.156,15.681,58,18,61,-8.043,8.676,22.624,-10.188,5.811,5.208,13.11,-3.748,-0.166,2.01,58,2,0,0,12,3,1,-7.009,-0.068,-7.122
33,-28.252,7.937,39.202,7.105,2.594,0,2,4,3,1,33,0,20,53,-4.045,64.879,20,27.173,22.887,163,24,108,-24.532,21.58,47.051,-27.573,-24.324,-28.807,15.345,-5.47,-0.166,0.938,163,2,0,0,4,3,1,-10.914,-0.142,-9.916
52,-16.709,5.903,31.86,6.533,1.727,0,3,7,6,0.769,40,8,18,38,-5.964,28.621,12,26.742,26.776,87,20,72,-12.214,8.6,25.849,-16.691,7.513,4.969,20.343,-6.399,-0.249,1.742,87,3,0,0,7,6,0.814,-8.062,-0.094,-10.124
